,component,component_bottom_elevation_from_end_A,stack_length,component_bottom_elevation_above_mudline,component_top_elevation_above_mudline,StressOD,StressID,drag_diameter,buoyancy_diameter,internal_fluid_ID,A,I,J,EI,EA,GJ,stack_in_service_weight,wet_weight_per_unit_length,dry_weight_per_unit_length,internal_fluid_weight_per_unit_length,internal_fluid_weight_in_seawater_per_unit_length,component_bottom_effective_tension,component_top_effective_tension,true_tension,shear7_top_x_by_L,shear7_bottom_x_by_L,elevation_above_MSL,strain,axial_stretch
11,15ft Pup Jt.,30.48,0.0,2437.7904,2437.7904,0.5334,0.4826,1.2953999999999999,0.7622507893377743,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,0.0,10.949604464913916,13.698866295991197,1.8393204068894362,0.0,5505.038047200806,5505.038047200806,0,0.01200048001920077,0.01200048001920077,-0.6096000000002277,0.0,0.0
12,20ft Pup Jt.,30.48,0.0,2437.7904,2437.7904,0.5334,0.4826,1.2953999999999999,0.7821996959200997,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,0.0,9.24637218144935,12.238952910164425,1.8393204068894362,0.0,5505.038047200806,5505.038047200806,0,0.01200048001920077,0.01200048001920077,-0.6096000000002277,0.0,0.0
13,25ft Pup Jt.,30.48,0.0,2437.7904,2437.7904,0.5334,0.4826,1.2953999999999999,0.7334112952593851,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,0.0,7.494476118457223,9.903091492841591,1.8393204068894362,0.0,5505.038047200806,5505.038047200806,0,0.01200048001920077,0.01200048001920077,-0.6096000000002277,0.0,0.0
14,30ft Pup Jt.,30.48,0.0,2437.7904,2437.7904,0.5334,0.4826,1.2953999999999999,0.6989964023453556,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,0.0,6.326545409795807,8.345850547959703,1.8393204068894362,0.0,5505.038047200806,5505.038047200806,0,0.01200048001920077,0.01200048001920077,-0.6096000000002277,0.0,0.0
15,40ft Pup Jt.,30.48,0.0,2437.7904,2437.7904,0.5334,0.4826,1.2953999999999999,0.811203742579293,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,0.0,6.691523756252501,10.04908283142427,1.8393204068894362,0.0,5505.038047200806,5505.038047200806,0,0.01200048001920077,0.01200048001920077,-0.6096000000002277,0.0,0.0
16,75ft Bare jt.  - protected,99.06,68.58,2369.2104,2437.7904,0.5334,0.4826,1.2953999999999999,0.7821996959201,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,393.82614020379646,5.7425800554650985,8.735160784180175,1.8393204068894362,0.0,5111.21190699701,5505.038047200806,0,0.012000480019200772,0.039001560062402504,-69.18960000000015,0.0006330738498884132,0.04341620462534737
17,75ft Buoyancy Jt. 2500 ft rating,830.5799999999999,731.52,1637.6904,2369.2104,0.5334,0.4826,1.3716,1.224404834888719,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,71.38291417382848,0.09758163026824761,10.097746610951827,1.8393204068894362,0.0,5039.828992823182,5111.21190699701,0,0.039001560062402484,0.327013080523221,-800.7096000000001,0.0006053322567337289,0.4428126524458573
18,75ft Buoyancy Jt. 5000 ft rating,1562.1,731.52,906.1704,1637.6904,0.5334,0.4826,1.3716,1.224404834888719,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,498.56525017382853,0.6815469845989564,10.681711965282537,1.8393204068894362,0.0,4541.263742649353,5039.828992823182,0,0.327013080523221,0.6150246009840394,-1532.2296000000001,0.0005713448054023167,0.4179501520479027
19,75ft Buoyancy Jt. 7500 ft rating,2293.62,731.52,174.6504,906.1704,0.5334,0.4826,1.3716,1.224404834888719,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,1068.1416981738284,1.4601674570399013,11.46033243772348,1.8393204068894362,0.0,3473.122044475525,4541.263742649353,0,0.6150246009840394,0.9030361214448579,-2263.7496,0.00047791810541724424,0.3496066524748225
20,75ft Buoyancy Jt. 10000 ft rating,2385.06,91.44,83.21039999999999,174.6504,0.5334,0.4826,1.3716,1.224404834888719,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,186.9155042717286,2.04413281137061,12.044297792054191,1.8393204068894362,0.0,3286.2065402037965,3473.122044475525,0,0.9030361214448579,0.9390375615024602,-2355.1896,0.00040307586843051844,0.0368572574092866
21,75ft Bare jt.  - protected,2453.64,68.58,14.630399999999995,83.21039999999999,0.5334,0.4826,1.2953999999999999,0.7821996959201,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,393.82614020379646,5.7425800554650985,8.735160784180175,1.8393204068894362,0.0,2892.3804,3286.2065402037965,0,0.9390375615024602,0.9660386415456619,-2423.7696,0.00036844477456546927,0.02526794263969988
22,Lower FJ,2453.64,0.0,14.630400000000002,14.630400000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2892.3804,2892.3804,0,0.9660386415456619,0.9660386415456619,-2423.7696,0.0,0.0
23,LMRP,2459.736,6.096,8.534400000000002,14.630400000000002,0.60325,0.47625,5.588,2.2018921023100777,0.47625,0.10767533930821825,0.003975404652162186,0.007950809304324373,822282.0404541594,22271820.219559237,632524.6465031995,1112.4540000000002,182.4891732283465,218.98700787401577,1.7912356801857823,0.0,1779.9264,2892.3804,0,0.9660386415456619,0.968438737549502,-2429.8656,0.00010489279174175343,0.0006394264584577289
24,BOP,2466.7464,7.010400000000001,1.524000000000001,8.534400000000002,0.60325,0.47625,5.588,2.3347666059512973,0.47625,0.10767533930821825,0.003975404652162186,0.007950809304324373,822282.0404541594,22271820.219559237,632524.6465031995,1846.6736400000002,263.41915439917835,304.67757617254364,1.7912356801857823,0.0,-66.74724000000015,1779.9264,0,0.968438737549502,0.9711988479539183,-2436.876,3.8460690305309585e-05,0.00026962482331634234
25,Wellhead,2466.7464,0.0,1.524,1.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66.74724000000015,-66.74724000000015,0,0.9711988479539183,0.9711988479539183,-2436.876,0.0,0.0
26,Mudline,2466.7464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66.74724000000015,-66.74724000000015,0,0.9711988479539183,0.9711988479539183,-2438.4,0.0,0.0
27,30ft Casing Program 1,2494.1784,27.432000000000002,-25.908,1.524,0.9144,0.8128,0.9144,0.9144,0.8128,0.13782443431451935,0.012893227746141522,0.025786455492283044,2666865.526097116,28507929.881035823,2051435.0200747047,287.52715832261134,10.481450799161976,10.546228301146172,5.217352068295797,0.0,-354.2743983226115,-66.74724000000015,0,0.9711988479539183,0.981999279971199,-2464.308,-7.3842899165169756e-06,-0.0002025658409898937
28,30ft Casing Program 2,2539.8983999999996,45.72,-71.628,-25.908,0.9144,0.8382,0.9144,0.9144,0.8382000000000001,0.10488844817318198,0.010087034216739572,0.020174068433479145,2086425.8619208224,21695373.10799417,1604942.9707083248,363.98663176803035,7.961212418373368,8.025989920357564,5.5485316429434794,0.0,-718.2610300906418,-354.2743983226115,0,0.981999279971199,1.0,-2510.0280000000002,-2.471806829673864e-05,-0.0011301100825268906
