,Unnamed: 0,Unnamed: 0.1,component,component_bottom_elevation_from_end_A,stack_length,component_bottom_elevation_above_mudline,component_top_elevation_above_mudline,StressOD,StressID,drag_diameter,buoyancy_diameter,internal_fluid_ID,A,I,J,EI,EA,GJ,stack_in_service_weight,wet_weight_per_unit_length,dry_weight_per_unit_length,internal_fluid_weight_per_unit_length,internal_fluid_weight_in_seawater_per_unit_length,component_bottom_effective_tension,component_top_effective_tension,true_tension,shear7_top_x_by_L,shear7_bottom_x_by_L,elevation_above_MSL,strain,axial_stretch,max_damage,elevation_above_mudline_at_max_damage,shear7_x_by_L_at_max_damage,elevation_from_end_A_at_max_damage,total_viv_max_damage,total_wave_max_damage
0,0,0,,0.0,0.0,1553.8703999999993,1553.8703999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,29.87039999999957,0.0,0.0,,,,,,
1,1,1,Support Spring,0.0,0.0,1553.8703999999993,1553.8703999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.92552939122692,210.92552939122692,0,0.0,0.0,29.87039999999957,0.0,0.0,,,,,,
2,2,2,Diverter,4.572,4.572,1549.2983999999994,1553.8703999999993,0.5334,0.48895,0.5334,0.5334,0.48895,0.03569120805892999,0.0011679672624610195,0.002335934524922039,241585.0932905041,7382453.349248017,185834.6871465416,28.63249678346891,2.709023670140938,2.7310660145661156,3.531509834836533,1.6434678174460435,182.29303260775794,210.92552939122692,0,0.0,0.002812675792237016,25.298399999999674,2.663197066047416e-05,0.00012176136985968784,970.5217107976335,1549.3190044799994,0.002800000000000017,4.551395520000025,970.5217092670001,1.5306334791266806e-06
3,3,3,Upper FJ,4.572,0.0,1549.2983999999994,1549.2983999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.29303260775794,182.29303260775794,0,0.002812675792237016,0.002812675792237016,25.298399999999674,0.0,0.0,,,,,,
4,4,4,15ft Pup Jt.,9.144,4.572,1544.7263999999998,1549.2983999999994,0.5334,0.4826,1.2954,0.7622507893377743,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359946,78.36062464676345,10.949604464913916,13.698866295991195,3.4403779399588155,1.601057533069379,103.9324079609945,182.29303260775794,0,0.002812675792237016,0.005625351584474032,20.726399999999785,1.706834733344023e-05,7.803648400848873e-05,0.0003248119994648579,1544.7676089599997,0.005600000000000032,9.102791040000048,0.00026804274498458,5.676925448027791e-05
5,5,5,Inner Barrel,12.192,3.048,1541.6783999999998,1544.7263999999998,0.5334,0.4826,1.143,0.8874032522623859,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359946,103.9324079609945,26.278440944881893,30.658181102362214,3.4403779399588155,1.601057533069379,0.0,103.9324079609945,0,0.005625351584474032,0.007500468779298708,17.67839999999979,6.1977524945164775e-06,1.8890749603286226e-05,0.0019648567814901977,1542.0042616799997,0.00730000000000007,11.866138320000111,0.0016396101092471002,0.00032524667224309757
6,6,6,Tensioners,12.192,0.0,1541.6783999999998,1541.6783999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.007500468779298708,0.007500468779298708,17.67839999999979,0.0,0.0,,,,,,
7,7,7,Outer Barrel,30.48,18.288,1523.3903999999998,1541.6783999999998,0.6604,0.5969,1.143,0.7763828936880905,0.5969,0.06270505053831534,0.003105537269706821,0.006211074539413643,642356.6268787427,12970060.01021391,494120.4822144174,360.3371124411713,12.652582677165356,14.599133858267715,5.263015837513173,2.449263220602672,6612.776645222873,6973.113757664043,0,0.007500468779298708,0.01875117194824677,-0.6096000000002277,0.0005237404604214645,0.009578165540187743,0.0029086920928582042,1523.6361297599997,0.01875117194824677,30.48,0.001200918768183804,0.0017077733246744003
8,8,8,MSL,30.48,0.0,1524.0,1524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6612.776645222873,6612.776645222873,0,0.01875117194824677,0.01875117194824677,0.0,0.0,0.0,,,,,,
9,9,9,5ft Pup Jt.,30.48,0.0,1523.3903999999998,1523.3903999999998,0.5334,0.4826,1.2954,0.7821996959201001,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359946,0.0,26.765332811370612,29.757913540085692,3.4403779399588155,1.601057533069379,6612.776645222873,6612.776645222873,0,0.01875117194824677,0.01875117194824677,-0.6096000000002277,0.0,0.0,,,,,,
10,10,10,10ft Pup Jt.,30.48,0.0,1523.3903999999998,1523.3903999999998,0.5334,0.4826,1.2954,0.7206983203415884,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359946,0.0,14.356069031843052,16.618693067644738,3.4403779399588155,1.601057533069379,6612.776645222873,6612.776645222873,0,0.01875117194824677,0.01875117194824677,-0.6096000000002277,0.0,0.0,,,,,,
11,11,11,15ft Pup Jt.,30.48,0.0,1523.3903999999998,1523.3903999999998,0.5334,0.4826,1.2954,0.7622507893377743,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359946,0.0,10.949604464913916,13.698866295991195,3.4403779399588155,1.601057533069379,6612.776645222873,6612.776645222873,0,0.01875117194824677,0.01875117194824677,-0.6096000000002277,0.0,0.0,,,,,,
