,K_r,K_r_allowable,L_r,component,final_flaw_depth,final_flaw_length,flaw_geometry,flaw_location,flaw_orientation,flaw_theta,service_life
0,0.20832052099543613,0.8764286838433459,0.6841014332626716,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",4.4,5,thin_pipe,internal_surface,circumferential,90,0
1,0.20965075303045652,0.8763225760812974,0.684337907895488,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",4.456600609986844,5,thin_pipe,internal_surface,circumferential,90,0.1
2,0.2110145582715814,0.8762129284315121,0.6845822716180053,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",4.515005201697265,5,thin_pipe,internal_surface,circumferential,90,0.2
3,0.21241215276724892,0.8760996550357331,0.6848347157762608,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",4.575251191404118,5,thin_pipe,internal_surface,circumferential,90,0.30000000000000004
4,0.21384506135437584,0.8759825598465315,0.6850956772868646,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",4.637433926865763,5,thin_pipe,internal_surface,circumferential,90,0.4
5,0.21531490958339775,0.8758614319383975,0.6853656262241223,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",4.701655700432548,5,thin_pipe,internal_surface,circumferential,90,0.5
6,0.21682343255696684,0.8757360440407813,0.6856450690893374,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",4.76802640690191,5,thin_pipe,internal_surface,circumferential,90,0.6
7,0.21837248474401197,0.8756061508917549,0.6859345524798866,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",4.836664278688372,5,thin_pipe,internal_surface,circumferential,90,0.7
8,0.21996360406124402,0.8754715253652758,0.68623458257502,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",4.907676693943455,5,thin_pipe,internal_surface,circumferential,90,0.7999999999999999
9,0.22159878331195323,0.8753318930212075,0.6865457709994611,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",4.981194617574396,5,thin_pipe,internal_surface,circumferential,90,0.8999999999999999
10,0.22328025135110793,0.8751869487131471,0.6868687978107486,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5.057363566463565,5,thin_pipe,internal_surface,circumferential,90,0.9999999999999999
11,0.22501040247401408,0.8750363611258942,0.6872044013869132,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5.136340974390003,5,thin_pipe,internal_surface,circumferential,90,1.0999999999999999
12,0.22679181277481913,0.874879769851612,0.6875533849426233,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5.218297464531004,5,thin_pipe,internal_surface,circumferential,90,1.2
13,0.22862716721558593,0.874716790211371,0.6879166057837611,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5.303414038391521,5,thin_pipe,internal_surface,circumferential,90,1.3
14,0.23051939978431935,0.8745469991117171,0.6882950068278599,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5.391889143247088,5,thin_pipe,internal_surface,circumferential,90,1.4000000000000001
15,0.2324717359184143,0.8743699288499333,0.6886896304098639,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5.48394148073916,5,thin_pipe,internal_surface,circumferential,90,1.5000000000000002
16,0.23448767010124993,0.8741850664046196,0.6891016198631621,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5.579809886719318,5,thin_pipe,internal_surface,circumferential,90,1.6000000000000003
17,0.23657099583986774,0.8739918476962921,0.6895322323105727,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5.679755754969858,5,thin_pipe,internal_surface,circumferential,90,1.7000000000000004
18,0.23872583986604257,0.8737896509406593,0.6899828534774111,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5.78406582493428,5,thin_pipe,internal_surface,circumferential,90,1.8000000000000005
19,0.24095670128688948,0.8735709786161744,0.6904550149136872,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5.893055399566925,5,thin_pipe,internal_surface,circumferential,90,1.9000000000000006
20,0.24326849655979854,0.8733412749164869,0.6909504141002547,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",6.0070720736112255,5,thin_pipe,internal_surface,circumferential,90,2.0000000000000004
21,0.2456666113507174,0.8730999215302233,0.691470938024741,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",6.126500070364886,5,thin_pipe,internal_surface,circumferential,90,2.1000000000000005
22,0.24815696056443382,0.8728459427634666,0.6920186909543975,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",6.2517653073064,5,thin_pipe,internal_surface,circumferential,90,2.2000000000000006
23,0.2507460581234614,0.8725782469307009,0.6925960273141519,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",6.383341339192102,5,thin_pipe,internal_surface,circumferential,90,2.3000000000000007
24,0.25344109843551393,0.8722956082133319,0.6932055908121174,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",6.521756363192907,5,thin_pipe,internal_surface,circumferential,90,2.400000000000001
25,0.25625005195122813,0.8719966449505514,0.693850361259422,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",6.667601516760245,5,thin_pipe,internal_surface,circumferential,90,2.500000000000001
26,0.25918177780452456,0.8716797935062265,0.6945337109311729,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",6.821540758501588,5,thin_pipe,internal_surface,circumferential,90,2.600000000000001
27,0.26224615728962336,0.87134327660977,0.6952594728453155,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",6.984322699950775,5,thin_pipe,internal_surface,circumferential,90,2.700000000000001
28,0.2654533370693003,0.8709851678736817,0.696031801618436,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",7.156745320465622,5,thin_pipe,internal_surface,circumferential,90,2.800000000000001
29,0.2688082557621534,0.870604002834135,0.6968538556419296,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",7.339359847139216,5,thin_pipe,internal_surface,circumferential,90,2.9000000000000012
30,0.27232356839310523,0.8701973097100251,0.6977309657761627,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",7.533172325884837,5,thin_pipe,internal_surface,circumferential,90,3.0000000000000013
31,0.276013539123613,0.8697622375050391,0.6986692807303471,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",7.739330632167548,5,thin_pipe,internal_surface,circumferential,90,3.1000000000000014
32,0.2798943191086471,0.869295478492165,0.699675934239261,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",7.959151001257821,5,thin_pipe,internal_surface,circumferential,90,3.2000000000000015
33,0.28398428871498216,0.8687813941841781,0.7007592565611143,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",8.194151004346539,5,thin_pipe,internal_surface,circumferential,90,3.3000000000000016
34,0.28830443530451993,0.8682208567338798,0.7019290319856096,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",8.446088130713237,5,thin_pipe,internal_surface,circumferential,90,3.4000000000000017
35,0.2928789529316214,0.8676133312099228,0.7031968659676219,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",8.71701594541022,5,thin_pipe,internal_surface,circumferential,90,3.5000000000000018
36,0.29773582687522854,0.8669521761918129,0.704576618366958,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",9.009345757236288,5,thin_pipe,internal_surface,circumferential,90,3.600000000000002
37,0.3029077297504702,0.866229374477759,0.7060850201364263,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",9.325935098970188,5,thin_pipe,internal_surface,circumferential,90,3.700000000000002
38,0.30843304338269983,0.8654351532907351,0.7077424659069093,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",9.670195300458074,5,thin_pipe,internal_surface,circumferential,90,3.800000000000002
39,0.31435715545009096,0.8645574701487928,0.7095740869152676,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",10.046231138739415,5,thin_pipe,internal_surface,circumferential,90,3.900000000000002
40,0.32072349796715655,0.8635571408154379,0.7116077782825075,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",10.458329607790322,5,thin_pipe,internal_surface,circumferential,90,4.000000000000002
41,0.3275805389786026,0.8624331986864779,0.713877260786554,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",10.911452157130716,5,thin_pipe,internal_surface,circumferential,90,4.100000000000001
