,K_r,K_r_allowable,L_r,component,final_flaw_depth,final_flaw_length,flaw_geometry,flaw_location,flaw_orientation,flaw_theta,service_life
0,0.07078788494769508,0.8838323752540026,0.667096368293821,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",0.5,1,thin_pipe,internal_surface,circumferential,90,0.0
1,0.07084910455208424,0.8838320582102116,0.6670971224953335,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",0.5008758069591274,1,thin_pipe,internal_surface,circumferential,90,0.1
2,0.0709721992116711,0.8838314198815789,0.6670986409872076,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",0.5026391173798057,1,thin_pipe,internal_surface,circumferential,90,0.2
3,0.07115850742681824,0.88383045159704,0.6671009443966562,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",0.505313844966852,1,thin_pipe,internal_surface,circumferential,90,0.30000000000000004
4,0.07141009397182736,0.883829139935361,0.6671040646508619,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",0.50893700230233,1,thin_pipe,internal_surface,circumferential,90,0.4
5,0.07172981842012041,0.8838274662152035,0.6671080461900383,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",0.5135601050581168,1,thin_pipe,internal_surface,circumferential,90,0.5
6,0.07212143363954211,0.8838254057570852,0.6671129477231181,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",0.519251204129908,1,thin_pipe,internal_surface,circumferential,90,0.6000000000000001
7,0.07258972130122651,0.883822926858932,0.6671188446647702,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",0.5260977060125425,1,thin_pipe,internal_surface,circumferential,90,0.7000000000000001
8,0.07314067469406121,0.8838199893990896,0.6671258324586309,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",0.53421021818293,1,thin_pipe,internal_surface,circumferential,90,0.8
9,0.07378174375727586,0.8838165429404075,0.6671340310874161,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",0.5437277668609832,1,thin_pipe,internal_surface,circumferential,90,0.9
10,0.07452216402208166,0.883812524148889,0.6671435912135817,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",0.5548248996010597,1,thin_pipe,internal_surface,circumferential,90,1.0
11,0.07537340137227655,0.8838078532481388,0.6671547026136811,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",0.5677214384502131,1,thin_pipe,internal_surface,circumferential,90,1.1
12,0.07634976035008573,0.8838024290853759,0.6671676059156112,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",0.58269604859126,1,thin_pipe,internal_surface,circumferential,90,1.2000000000000002
13,0.07746922888621972,0.8837961221489357,0.6671826092089669,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",0.6001054343156579,1,thin_pipe,internal_surface,circumferential,90,1.3
14,0.07875467352091906,0.8837887644830555,0.6672001120363154,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",0.6204120548234905,1,thin_pipe,internal_surface,circumferential,90,1.4000000000000001
15,0.08023556885299862,0.8837801347644547,0.6672206408938631,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",0.6442251193824374,1,thin_pipe,internal_surface,circumferential,90,1.5
16,0.0819505672096331,0.8837699355816623,0.6672449032806612,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",0.6723629726412982,1,thin_pipe,internal_surface,circumferential,90,1.6
17,0.08395143830045593,0.8837577576617017,0.6672738727981696,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",0.7059512664986047,1,thin_pipe,internal_surface,circumferential,90,1.7000000000000002
18,0.08630933882832167,0.8837430212518785,0.6673089285945426,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",0.746583724246748,1,thin_pipe,internal_surface,circumferential,90,1.8
