,K_r,K_r_allowable,L_r,component,final_flaw_depth,final_flaw_length,flaw_geometry,flaw_location,flaw_orientation,flaw_theta,service_life
0,0.19365593018754335,0.8775443494859075,0.6816150305897941,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",3.8,5,thin_pipe,internal_surface,circumferential,90,0
1,0.1945613200790742,0.8774782983017538,0.6817622340480358,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",3.8357708474246777,5,thin_pipe,internal_surface,circumferential,90,0.1
2,0.19548428029953507,0.8774105866640983,0.6819131380379311,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",3.8724083308610395,5,thin_pipe,internal_surface,circumferential,90,0.2
3,0.19642541913449094,0.8773411467071166,0.6820678938070945,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",3.9099467140273494,5,thin_pipe,internal_surface,circumferential,90,0.30000000000000004
4,0.19738537545140064,0.8772699066929813,0.6822266612323914,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",3.9484221555347383,5,thin_pipe,internal_surface,circumferential,90,0.4
5,0.19836482073045827,0.8771967907263951,0.6823896094561376,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",3.9878728444704223,5,thin_pipe,internal_surface,circumferential,90,0.5
6,0.19936446126407043,0.8771217184431686,0.6825569175801423,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",4.028339147953741,5,thin_pipe,internal_surface,circumferential,90,0.6
7,0.20038504054186654,0.8770446046700224,0.6827287754238829,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",4.069863771929264,5,thin_pipe,internal_surface,circumferential,90,0.7
8,0.2014273418401304,0.876965359052435,0.6829053843538944,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",4.112491936617215,5,thin_pipe,internal_surface,circumferential,90,0.7999999999999999
9,0.20249219103680471,0.8768838856469451,0.6830869581923729,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",4.156271568219662,5,thin_pipe,internal_surface,circumferential,90,0.8999999999999999
10,0.20358045967579652,0.876800082473851,0.6832737242140443,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",4.201253508684781,5,thin_pipe,internal_surface,circumferential,90,0.9999999999999999
11,0.20469306830725267,0.8767138410256997,0.6834659242415579,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",4.247491745565319,5,thin_pipe,internal_surface,circumferential,90,1.0999999999999999
12,0.20583099013383196,0.8766250457263375,0.6836638158510604,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",4.295043664275968,5,thin_pipe,internal_surface,circumferential,90,1.2
13,0.2069952549968541,0.8765335733345687,0.6838676737012189,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",4.343970325363896,5,thin_pipe,internal_surface,circumferential,90,1.3
14,0.20818695374062454,0.8764392922856277,0.6840777910008343,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",4.394336769763865,5,thin_pipe,internal_surface,circumferential,90,1.4000000000000001
15,0.20940724299832295,0.8763420619626948,0.6842944811323598,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",4.446212355422846,5,thin_pipe,internal_surface,circumferential,90,1.5000000000000002
16,0.21065735044871572,0.876241731889549,0.6845180794511776,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",4.49967112915883,5,thin_pipe,internal_surface,circumferential,90,1.6000000000000003
17,0.2119385805997437,0.876138140834123,0.6847489452834409,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",4.554792238176495,5,thin_pipe,internal_surface,circumferential,90,1.7000000000000004
18,0.21325232116291096,0.8760311158111621,0.6849874641487738,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",4.6116603863133925,5,thin_pipe,internal_surface,circumferential,90,1.8000000000000005
19,0.21460005009156052,0.8759204709703654,0.6852340502381917,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",4.670366340851631,5,thin_pipe,internal_surface,circumferential,90,1.9000000000000006
20,0.21598334336679897,0.8758060063542203,0.6854891491824233,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",4.731007496623208,5,thin_pipe,internal_surface,circumferential,90,2.0000000000000004
21,0.21740388362732338,0.8756875065071928,0.6857532411515084,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",4.793688505188026,5,thin_pipe,internal_surface,circumferential,90,2.1000000000000005
22,0.21886346975404825,0.8755647389148976,0.6860268443333046,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",4.858521978103928,5,thin_pipe,internal_surface,circumferential,90,2.2000000000000006
23,0.22036402753766868,0.8754374522482661,0.6863105188465823,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",4.925629274776862,5,thin_pipe,internal_surface,circumferential,90,2.3000000000000007
24,0.22190762157763805,0.8753053743834102,0.68660487115401,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",4.995141387124224,5,thin_pipe,internal_surface,circumferential,90,2.400000000000001
25,0.22349622262743676,0.8751682314917456,0.6869105115173881,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5.067188740585298,5,thin_pipe,internal_surface,circumferential,90,2.500000000000001
26,0.225131912908009,0.875025729826397,0.6872280945889603,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5.141910636613555,5,thin_pipe,internal_surface,circumferential,90,2.600000000000001
27,0.22681720651385737,0.8748775263092768,0.687558384961846,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5.219470430478743,5,thin_pipe,internal_surface,circumferential,90,2.700000000000001
28,0.2285548141185626,0.8747232469416171,0.6879022161398307,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5.300045549831152,5,thin_pipe,internal_surface,circumferential,90,2.800000000000001
29,0.2303476634524261,0.8745624831698859,0.6882604986363826,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5.383829076670008,5,thin_pipe,internal_surface,circumferential,90,2.9000000000000012
30,0.23219892247133897,0.8743947877198274,0.688634229259025,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5.471031550759337,5,thin_pipe,internal_surface,circumferential,90,3.0000000000000013
31,0.23411202564760256,0.8742196698046132,0.6890245017885774,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5.561883031903229,5,thin_pipe,internal_surface,circumferential,90,3.1000000000000014
32,0.23609070389533224,0.8740365895934646,0.6894325193065368,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5.656635465952771,5,thin_pipe,internal_surface,circumferential,90,3.2000000000000015
33,0.23813901874315124,0.8738449518026948,0.6898596084782537,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5.755565408604173,5,thin_pipe,internal_surface,circumferential,90,3.3000000000000016
34,0.24026140148976746,0.8736394997717287,0.6903072361675437,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5.858977172420264,5,thin_pipe,internal_surface,circumferential,90,3.4000000000000017
35,0.24246269822971392,0.8734216691439112,0.6907770288438356,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5.96720647666175,5,thin_pipe,internal_surface,circumferential,90,3.5000000000000018
36,0.2447482218247937,0.8731927224750844,0.6912707953511166,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",6.080624697231535,5,thin_pipe,internal_surface,circumferential,90,3.600000000000002
37,0.24712381213178086,0.8729517240451005,0.6917905537456941,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",6.199643836345085,5,thin_pipe,internal_surface,circumferential,90,3.700000000000002
38,0.24959590609209356,0.872697626387168,0.6923385630865091,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",6.324722359811916,5,thin_pipe,internal_surface,circumferential,90,3.800000000000002
39,0.2521716196622585,0.872429252735471,0.6929173612901418,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",6.456372085881548,5,thin_pipe,internal_surface,circumferential,90,3.900000000000002
40,0.25485883374914187,0.8721452771023291,0.6935298080981598,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",6.595165821664216,5,thin_pipe,internal_surface,circumferential,90,4.000000000000002
41,0.2576663244583044,0.8718441972414855,0.6941791433868676,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",6.74174795142556,5,thin_pipe,internal_surface,circumferential,90,4.100000000000001
42,0.26060389331229955,0.8715243044104276,0.6948690523805431,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",6.896845893941796,5,thin_pipe,internal_surface,circumferential,90,4.200000000000001
43,0.263682525940437,0.8711836461342829,0.6956037459580919,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",7.06128408576834,5,thin_pipe,internal_surface,circumferential,90,4.300000000000001
44,0.2669145749040696,0.8708199813133596,0.6963880574720719,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",7.236000533310555,5,thin_pipe,internal_surface,circumferential,90,4.4
45,0.270314008039079,0.8704307215121534,0.6972275693699795,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",7.422068523020306,5,thin_pipe,internal_surface,circumferential,90,4.5
46,0.27389669057511007,0.8700128597804493,0.6981287667049185,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",7.62072229952034,5,thin_pipe,internal_surface,circumferential,90,4.6
47,0.2776807300814146,0.8695628809781185,0.6990992305370232,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",7.833388885173894,5,thin_pipe,internal_surface,circumferential,90,4.699999999999999
48,0.28168690697376847,0.869074353318585,0.700147885464271,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",8.061728152547351,5,thin_pipe,internal_surface,circumferential,90,4.799999999999999
49,0.28593921149746554,0.8685293137154689,0.7012853187129552,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",8.307683490410236,5,thin_pipe,internal_surface,circumferential,90,4.899999999999999
50,0.2904655199850944,0.8679356635036747,0.7025241965580195,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",8.573546520725763,5,thin_pipe,internal_surface,circumferential,90,4.999999999999998
51,0.295298336332033,0.8672860892098613,0.7038797813541512,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",8.862033517463807,5,thin_pipe,internal_surface,circumferential,90,5.099999999999998
52,0.3059686991612405,0.865792240938114,0.7069972661810525,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",9.515881359105823,5,thin_pipe,internal_surface,circumferential,90,5.299999999999998
